Generation,Best Fitness,Mean Fitness,Std Fitness,Execution Time
41,1.4584688397042005,1.0106364968753307,0.6975289964136688,29839.437547302245
42,1.4624639762980074,1.0621387161664488,0.6463507557840715,29839.437547302245
43,1.4759068218923221,1.036784670947328,0.6645412322849917,29839.437547302245
44,1.4759068218923221,1.0179525837799777,0.6752299884050575,29839.437547302245
45,1.4759068218923221,1.031939862696408,0.6688367100389604,29839.437547302245
46,1.485511175830037,1.035604924768543,0.7073531621556877,29839.437547302245
47,1.485511175830037,1.0395183454253933,0.7029985571953433,29839.437547302245
48,1.5476630215349882,1.0749688182450718,0.6979391168420578,29839.437547302245
49,1.5476630215349882,1.1255267730289311,0.6772561100155639,29839.437547302245
50,1.5476630215349882,1.0997018841481976,0.6909111302677391,29839.437547302245
51,1.5476630215349882,1.078351502222789,0.705341796618069,29839.437547302245
52,1.5509744986219038,1.0928719777620635,0.6955927744638988,29839.437547302245
53,1.565760682084468,1.133985905408554,0.7316796033302342,29839.437547302245
54,1.5672546005146688,1.1013599124472553,0.7434187394094853,29839.437547302245
55,1.5787546618810568,1.1343835107215532,0.7324507523846069,29839.437547302245
56,1.5795851264018304,1.105349550158533,0.7100873025055663,29839.437547302245
57,1.5795851264018304,1.1285815172177467,0.7277734317529575,29839.437547302245
58,1.593680929023617,1.154866664474123,0.6995329457560336,29839.437547302245
59,1.6001123494923757,1.1446533570787192,0.7079317280423305,29839.437547302245
60,1.6001123494923757,1.1124271645738608,0.7515405741969737,29839.437547302245
61,1.6001123494923757,1.1032931561740673,0.7321916592160601,29839.437547302245
62,1.62423866572491,1.1599493655872941,0.7501102322973866,29839.437547302245
63,1.62423866572491,1.1268160400155083,0.7387682297466988,29839.437547302245
64,1.6261245406029339,1.1407914462203599,0.7376042787321622,29839.437547302245
65,1.6590116811622289,1.1447309729146375,0.7831300630335647,29839.437547302245
66,1.6590116811622289,1.1673324243516137,0.7408651594706467,29839.437547302245
67,1.6610906247225927,1.1785377941147763,0.750007422843007,29839.437547302245
68,1.6610906247225927,1.1729749271308296,0.7441561313077654,29839.437547302245
69,1.6696805535297545,1.222390653781215,0.7194469114982538,29839.437547302245
70,1.6696805535297545,1.238749482592299,0.7231171596500878,29839.437547302245
71,1.6708053263703082,1.199927067387276,0.7399182396075463,29839.437547302245
72,1.6708053263703082,1.1818077119939088,0.7813822609023591,29839.437547302245
73,1.7042467095356444,1.1977233712270678,0.8098334442046943,29839.437547302245
74,1.7042467095356444,1.2059440872331566,0.7797178179419954,29839.437547302245
75,1.7042467095356444,1.1643408929889159,0.8417658649278653,29839.437547302245
76,1.7173566982293742,1.2398516409131608,0.7570832242073664,29839.437547302245
77,1.7269114091499813,1.2383075176950968,0.7563156228547251,29839.437547302245
78,1.7269114091499813,1.230522740245709,0.7703055663519958,29839.437547302245
79,1.7269114091499813,1.1720570839718296,0.8254568650553123,29839.437547302245
80,1.7269114091499813,1.2024075022343026,0.8098484682590111,29839.437547302245
81,1.7269114091499813,1.2255112429726358,0.7741183776446026,29839.437547302245
82,1.7269114091499813,1.1854827021450256,0.8523097819090253,29839.437547302245
83,1.7269114091499813,1.2004483253873006,0.784424902680937,29839.437547302245
84,1.7269114091499813,1.2279883942821876,0.7874038471534595,29839.437547302245
85,1.7269114091499813,1.2613752622045726,0.7517955152258302,29839.437547302245
86,1.7269114091499813,1.2446588952631812,0.7622672929142764,29839.437547302245
87,1.7276278571658839,1.2312291906252788,0.7694729841468555,29839.437547302245
88,1.7670183884323294,1.2321208905530676,0.7936734335557288,29839.437547302245
89,1.8366615183481811,1.2946876205952342,0.8229286216608334,29839.437547302245
90,1.8366615183481811,1.3001874000963118,0.8549655656579424,29839.437547302245
91,1.8366615183481811,1.3132364670165022,0.8248699727184226,29839.437547302245
92,1.8366615183481811,1.3132755818919455,0.8106089890898318,29839.437547302245
93,1.8394947096886995,1.2726950012920117,0.8315500999282825,29839.437547302245
94,1.8475949955221758,1.2484559621803877,0.8855381938536728,29839.437547302245
95,1.8475949955221758,1.2873072954257223,0.8414049569547041,29839.437547302245
96,1.8475949955221758,1.3149728852848834,0.8246484385482645,29839.437547302245
97,1.8475949955221758,1.2621118954419823,0.8863030581375364,29839.437547302245
98,1.8475949955221758,1.2953143376701974,0.8395584853044686,29839.437547302245
99,1.8475949955221758,1.3415814628065459,0.8031965735091857,29839.437547302245
